,0
411,-0.09999999959420998
412,-0.035293451954657724
413,-6.499667030767439e-07
414,2.136268697645619e-08
415,2.0754771002487365e-08
416,-4.0873767753241917e-08
417,2.4850071220899635e-10
418,1.3988145982981605e-09
419,5.8482097098596265e-08
420,-1.1785497982587897e-08
421,-1.1153639296879234e-08
422,2.4697835525372943e-07
423,-2.922894784871045e-07
424,6.448407887506548e-08
425,0.1
426,0.09999994571278988
427,2.9260448736247376e-10
428,2.5874590823623146e-10
429,2.7166381077352873e-10
430,1.9894128013505717e-10
431,2.3055442239950394e-10
432,-7.014975138374085e-08
433,-2.7379485236791717e-07
434,-0.09999999999942534
435,-0.09999999999937606
436,-0.035293840732425995
437,-3.4480506175975703e-09
438,-1.816742930334738e-10
439,1.0898458953738637e-07
440,2.3947830534660696e-07
441,-3.945664256167081e-09
442,-2.3178270374215535e-07
443,1.3912520498600265e-07
444,-1.499421122238386e-08
445,-1.7424389475376492e-08
446,-1.4242686458606976e-07
447,-7.307126025130796e-08
448,1.1334563681850124e-07
449,0.09999999966771145
450,0.09999988275530175
451,-8.112398922701091e-11
452,-2.7961157994793284e-10
453,-1.8603069418437117e-10
454,-1.8255262737555233e-10
455,-2.373736981130198e-10
456,-8.362265307003395e-08
457,-1.2795339840459129e-05
458,-0.09999999995822251
459,-0.09999999993215046
460,-0.03528096002039518
461,-3.073922740907339e-07
462,-1.243873844328474e-12
463,1.4503447806134053e-09
464,2.783431462374815e-07
465,-7.633711907388838e-08
466,1.1732119539989372e-07
467,-1.4251781043060826e-08
468,-1.8085658482786545e-07
469,-9.602372298950596e-08
470,-8.337942503690198e-08
471,3.544395956050586e-09
472,-3.886209686237863e-09
473,0.1
474,0.1
475,4.03772054775238e-12
476,6.909831112019608e-12
477,6.893606306239468e-12
478,4.371424960040684e-12
479,-5.666934085387521e-12
480,-8.840316535458034e-08
481,-6.206525457692056e-07
482,-0.09999999998046723
483,-0.035292883550451966
484,-0.09999999976849851
485,6.011778462452669e-08
486,-3.2054335239494464e-08
487,-3.3345119576127627e-07
488,1.2127441393036907e-09
489,3.2962578187827286e-07
490,-3.3450970135469925e-10
491,1.3380921295486935e-08
492,-1.1351957239800107e-07
493,-1.1583122611534175e-08
494,-2.8022640006473553e-07
495,-1.6011793037326994e-07
496,-2.459008690538861e-08
497,0.09999999986982162
498,0.09999999979849516
499,8.379963811838945e-12
500,-3.6775299970368144e-11
501,-3.741608113932326e-11
502,-1.9730156897686443e-11
503,-1.814784334999109e-11
504,-1.1583465899797746e-07
505,-1.6995478110549612e-07
506,-1.4793613218102784e-08
507,-0.09999999976521072
508,-0.03529387134143716
509,-1.5445841969136976e-08
510,-0.09999999907646517
511,-2.8448865578902814e-08
512,2.789495033568718e-11
513,2.665590225174991e-07
514,-1.8532876445111124e-07
515,-1.8421879099211535e-08
516,3.7000793809549217e-08
517,4.093002297546155e-08
518,-1.2810953669249463e-07
519,-3.001374869410192e-08
520,-4.619202165669559e-12
521,0.1
522,0.1
523,4.935578895465017e-11
524,8.276399849112279e-11
525,1.4215820136484015e-10
526,5.2638893750713e-11
527,8.846135263511584e-11
528,-6.243138886613778e-08
529,-5.433931997154703e-07
530,-0.1
531,-0.1
532,-1.6566495686250582e-08
533,-0.03529355701302433
534,-5.453806540784431e-11
535,8.689714647395621e-13
536,1.5560259814731729e-07
537,-1.3402034163105892e-07
538,5.833956341824378e-12
539,1.2019563374303876e-07
540,1.1029366955708058e-08
541,-4.9427996003280694e-08
542,-5.4978816405176595e-08
543,-4.076845353115637e-08
544,-7.207107590244408e-09
545,0.09999999986714193
546,0.09999999954118079
547,-1.5816606499389872e-10
548,-1.2014256682405093e-10
549,-9.708302869418674e-11
550,-1.2222471126786875e-10
551,-8.870589636276282e-11
552,-5.121265443843743e-08
553,-2.6285632058750824e-08
554,-0.1
555,-0.1
556,-0.03529405872239163
557,-1.9783319229166122e-08
558,1.2804419526795454e-10
559,6.661587763953218e-09
560,-6.664986698189558e-09
561,1.4379015475011808e-07
562,1.9968077178273967e-07
563,-1.358116794150978e-07
564,-2.0910163659853457e-07
565,1.1453439070180433e-08
566,2.471480521287374e-08
567,-3.861416327449438e-08
568,-1.2041711644549146e-10
569,0.09999999984752701
570,0.09999999894196272
571,-1.4700775696276313e-10
572,-1.281655406527703e-10
573,-1.1462537309035581e-10
574,-1.2083368177073658e-10
575,-1.5643951312528493e-10
576,-7.477271524193215e-08
577,-2.2179057732340906e-08
578,-0.09999999995368673
579,-0.035294056661412145
580,-0.1
581,-3.034439458003976e-08
582,-6.56128540275157e-09
583,6.69789455508938e-08
584,-6.964218367279573e-09
585,-7.948304458868099e-09
586,-3.444788825271568e-08
587,1.0616138041819914e-08
588,-2.956530914302674e-08
589,2.6116061901393063e-08
590,-1.1164988620674852e-08
591,-1.02469756619117e-08
592,-4.92880535512822e-09
593,0.0999999999420415
594,0.09999999992073942
595,-4.766972938166023e-11
596,-4.042543668321616e-11
597,-3.547518126433337e-11
598,-3.187054203424472e-11
599,-3.01413445018909e-11
600,-1.8144899726060313e-08
601,-7.113130719466037e-07
602,-0.09999999973941005
603,-0.1
604,-0.03529309694793176
605,-7.940177087286692e-08
606,-1.7719497933693551e-07
607,1.1578195507182256e-07
608,2.2830068346203437e-08
609,-6.525774689629741e-08
610,-1.0459557975556825e-07
611,9.930071139667615e-08
612,-1.241965345767966e-07
613,3.5659155633855184e-11
614,1.928182215692163e-12
615,8.126649358467608e-08
616,-6.906852653399023e-08
617,0.1
618,0.1
619,-4.769384442239986e-11
620,2.7956078971318145e-10
621,8.245255556162686e-11
622,1.4127351887790886e-10
623,1.3697440321624624e-10
624,-6.643052722573325e-08
625,-6.23675477068614e-07
626,-0.1
627,-0.03529328878498197
628,-0.1
629,-8.453516618326972e-08
630,-3.10816436332349e-08
631,2.8148301824166585e-07
632,3.964792782404585e-08
633,-3.664074740588216e-08
634,5.009089121509712e-08
635,2.2200856120232365e-08
636,9.35390106603595e-09
637,-1.1376317458208015e-07
638,-3.269306140506973e-07
639,-1.623491786889483e-08
640,1.9295186333924808e-09
641,0.09999999984336455
642,0.09999999820144093
643,-1.594188449543728e-10
644,-1.6424533543842912e-10
645,-1.5561583586710054e-10
646,-1.4787344530960548e-10
647,-1.4162342408500362e-10
648,-6.912333187593566e-08
649,-2.110075353888133e-10
650,-0.1
651,-0.03529373940596915
652,-0.09999999939401416
653,-1.335274411972088e-07
654,-8.176815972537866e-08
655,-7.684902518338794e-08
656,-7.093115935670244e-08
657,5.113918917378256e-08
658,1.1890936893165454e-07
659,-2.8508454361026206e-08
660,6.167701678070534e-08
661,-2.2819091490463443e-07
662,-1.1292122888294052e-12
663,8.657853229010835e-08
664,-7.572358501991454e-08
665,0.1
666,0.1
667,6.759038032126357e-11
668,6.645496333292084e-11
669,5.902325737528999e-11
670,5.1385580726079106e-11
671,5.5367830624385924e-11
672,-5.75239844464576e-08
673,-7.539015710566551e-08
674,-1.2323697855431245e-05
675,-4.665412976895668e-07
676,-2.4257452559285957e-07
677,-0.035275775525284055
678,-0.09999998679563975
679,-0.09999999852051346
680,-5.160818910922575e-06
681,8.791719777643609e-08
682,-8.791806205186086e-08
683,4.537162341216676e-13
684,1.732011195167231e-07
685,4.434633201225169e-08
686,-1.1959523096310762e-08
687,-2.3804070295970912e-07
688,-5.058380555007573e-09
689,0.1
690,0.1
691,6.003314461502727e-10
692,6.2966141690953e-10
693,4.957682881467993e-11
694,3.117992487191907e-10
695,3.620082036939141e-10
696,-1.0728304381886559e-07
697,-6.727900599251793e-06
698,-0.09999999994364571
699,-0.09999999984567205
700,-0.0352866291575308
701,-7.165665831480324e-07
702,2.784840707610859e-08
703,1.243447099025415e-07
704,2.0960978480418956e-07
705,-1.498819679885624e-08
706,-7.420628702693008e-08
707,6.562720719339084e-08
708,-2.478552172249872e-08
709,-6.951973151186755e-09
710,-3.9143124446727325e-09
711,-2.6470215317625433e-07
712,-6.335853453550107e-08
713,0.09999999977286826
714,0.09999997725877771
715,-4.71467650819647e-09
716,-4.5018286466555725e-08
717,3.5856280734665553e-08
718,1.9176116717347068e-08
719,-1.0648702523045082e-10
720,-8.161769210089506e-08
721,-2.533142055434918e-08
722,-0.0999999998847671
723,-0.03529394782584059
724,-0.09999999921008806
725,3.4364692560620083e-08
726,-1.2511890539120597e-08
727,4.950883614085259e-05
728,1.768335646077742e-07
729,1.3069132571110714e-07
730,5.629731869935411e-08
731,2.102272918475959e-08
732,-1.5168349502237614e-09
733,5.66455297795361e-09
734,-5.784284793347473e-08
735,-3.692259144743658e-07
736,-1.4192233952668213e-07
737,0.09999999994315224
738,0.09995050525994449
739,2.3063840882147684e-11
740,-3.895793052289506e-11
741,-6.018574625606727e-10
742,6.269522894514428e-10
743,1.9227810804516494e-11
744,-7.812872234682024e-08
745,-1.0173551388302017e-07
746,-0.09999999958149139
747,-0.035211259399957166
748,-0.09999999973821197
749,-8.275414464874211e-05
750,1.8551419453844607e-08
751,2.5139982203659073e-08
752,3.2132788745444645e-10
753,1.2403567225125243e-07
754,-2.1282566967185312e-08
755,-2.0447285799715066e-08
756,3.255312989113378e-07
757,-7.836502000660362e-08
758,-3.255142165455415e-07
759,-5.7400821405123244e-08
760,-5.293065147726515e-09
761,0.09999999995633796
762,0.099999918845177
763,8.008154240020363e-08
764,1.5461624830784833e-08
765,-2.65953977547852e-09
766,2.488462991358143e-09
767,2.619327426965012e-10
768,-9.434790110239911e-08
769,-1.4041063635618039e-05
770,-0.1
771,-0.1
772,-0.0352800646881411
773,-1.2259849585450643e-08
774,-5.108558983970422e-10
775,8.88301698411924e-09
776,-1.2733933496602296e-08
777,8.907175321833478e-08
778,-4.266345346964398e-08
779,3.485868220726616e-08
780,-7.206568188290777e-08
781,-7.673083737382451e-09
782,9.202081320564259e-09
783,-8.167401947646868e-09
784,-2.058908074545725e-09
785,0.09999999947033415
786,0.09999999891718896
787,-5.174268119896556e-10
788,-5.609605426871601e-10
789,-4.5774742595143534e-10
790,-5.043471296941976e-10
791,-4.039141470355631e-10
792,-1.56188651437733e-08
793,-6.325444083471308e-07
794,-0.03529327565561441
795,-0.09999999941297533
796,-0.09999999992548987
797,-1.8333256938845001e-07
798,-2.1736025837895902e-08
799,1.4426535278582908e-07
800,-5.553509160620334e-09
801,1.593433833749132e-07
802,-1.1887704369100003e-07
803,1.978041737263249e-08
804,-1.2284710947909887e-07
805,-5.315155407706035e-08
806,2.2529967300580363e-09
807,-2.0084378861755546e-08
808,-7.589553816232009e-09
809,0.0999999943693051
810,0.09999999999906647
811,1.52327401545128e-09
812,4.328103710671369e-09
813,2.7074781564382473e-11
814,-3.565159167169128e-08
815,3.6439122592800394e-08
816,-6.771459077066196e-08
817,-6.0256164767737145e-09
818,-3.2726353136508404e-07
819,-0.03529361089537542
820,-2.101800689185094e-08
821,-0.09999999977949242
822,-2.393791095037363e-07
823,4.075751615457051e-09
824,5.652838910403233e-09
825,2.269224650905433e-09
826,3.555557695166397e-07
827,-1.1008894062877391e-07
828,-3.126814893892331e-08
829,-3.666576531108581e-08
830,-1.0544163760056749e-07
831,-0.09999999832152567
832,-4.9909983103130605e-09
833,0.09999999940710576
834,0.09999999950862966
835,-2.694221498902645e-10
836,-4.6308415123886576e-10
837,-4.230202411663818e-10
838,-3.979980180403436e-10
839,-3.9809667901842814e-10
840,-5.548195109033491e-08
841,-1.506056746427895e-08
842,-0.00010108227801228295
843,-0.035187810596347416
844,-0.1
845,-0.09999999981595256
846,6.889140731165274e-08
847,-4.7574310780285686e-06
848,-1.1134271430443202e-07
849,6.588119020889429e-08
850,-3.858503281872347e-09
851,-1.6341616399265363e-08
852,-1.8727552836204523e-07
853,-5.287597800613399e-08
854,-1.8689651845548536e-07
855,-2.598188420203703e-12
856,-1.2738868953293915e-10
857,0.1
858,0.1
859,7.497590620636438e-11
860,5.698290163204975e-11
861,7.791210661135002e-11
862,5.0987823177663364e-11
863,6.359094246998084e-11
864,-5.3129219734945864e-08
865,-3.401923316131057e-07
866,-0.1
867,-0.03529353306587796
868,-0.1
869,-1.445824980534425e-08
870,-1.927093341407936e-07
871,2.886857544665163e-08
872,7.132707189695909e-08
873,2.6902482724001017e-07
874,4.648103963441031e-08
875,-1.072358820475084e-09
876,-1.7170871465907336e-07
877,-2.7924004974472155e-07
878,2.8437094710864144e-08
879,-1.5426101423620517e-08
880,-1.1482945143999881e-08
881,0.09999999939896805
882,0.0999999998688774
883,-9.718551183227514e-11
884,-1.0249792487852415e-10
885,-7.406997563939787e-11
886,-5.703086842783496e-11
887,-7.603317045344662e-11
888,-7.905993392544808e-08
889,-2.3024861703747265e-06
890,-0.09999999813069846
891,-0.09999999979841256
892,-0.03529106755665478
893,-4.999071482402722e-07
894,2.2275348555657555e-08
895,3.965611864801939e-07
896,-5.387626685436635e-09
897,2.472042618775401e-08
898,1.2120445863954862e-08
899,-7.431916717087813e-09
900,8.33024421061584e-08
901,2.808156477486486e-08
902,-6.967061892181755e-07
903,5.992572484470859e-09
904,-2.1573857833660318e-08
905,0.09999982844832415
906,0.0999999999356684
907,3.949424863740793e-08
908,6.363241817838054e-09
909,3.627413126306598e-08
910,1.6245469504424063e-11
911,2.0729975495838698e-11
912,-8.770302265774978e-08
913,-1.6103653849585367e-08
914,-0.0999999996979521
915,-0.09999999987688099
916,-0.03529312504448216
917,-9.75803153241721e-07
918,5.9075631482672555e-09
919,-7.051636872798177e-09
920,2.731277915574483e-10
921,1.423824605389075e-07
922,3.1136572203910184e-08
923,-3.822919781280504e-08
924,-3.81680027283221e-10
925,-3.2414227338543145e-08
926,-9.117732979551316e-08
927,-9.37846998916824e-09
928,-2.57828778234296e-10
929,0.1
930,0.1
931,1.4671218630416159e-10
932,1.656522199699595e-10
933,1.2896975120617876e-10
934,1.4241309371865653e-10
935,1.443586221359082e-10
936,-3.4533330111375e-08
937,-0.035294100333470586
938,-0.09999999991874521
939,-0.09999999991885776
940,-1.4557627810305467e-08
941,8.548428692399965e-11
942,1.6764114101675238e-08
943,-1.4030463300198612e-08
944,1.2894463883253518e-10
945,7.703513304859867e-11
946,2.7371514076354747e-07
947,1.0346302844142352e-07
948,-2.3269860440250146e-08
949,-2.82412960229731e-07
950,-7.331801481152999e-08
951,1.5646323133688663e-10
952,1.269155137710349e-10
953,0.1
954,0.1
955,3.4245560954295253e-10
956,-1.5211683590545922e-10
957,1.7245573720733288e-10
958,1.1523916762677498e-10
959,1.0924205131214058e-10
960,-7.772185002118636e-08
961,-1.2191681688694012e-07
962,-0.03529376520964974
963,-0.09999999999102509
964,-0.09999999981897749
965,-1.7283871155920786e-07
966,0.0999996571323003
967,0.09999999955938382
968,1.7261889817646073e-10
969,2.1939826365736548e-07
970,-1.604014722985449e-08
971,1.444641104137851e-08
972,-8.603778571325958e-08
973,-2.70194895395026e-07
974,-6.712011796078625e-08
975,-1.523604200473067e-07
976,-4.216486305633182e-08
977,7.108755811376978e-08
978,5.751142355026771e-07
979,-2.9714853084663244e-08
980,-1.836928328131541e-08
981,5.391358577218097e-08
982,-1.2154415679979032e-08
983,4.793950215589047e-08
984,-1.1241470599326087e-07
985,-1.2344831157021858e-07
986,2.4109953962196616e-08
987,-2.0390451440812457e-08
988,-0.03528572947819007
989,-2.5313850054733e-07
990,-5.0191875340793344e-08
991,-5.503446584541497e-07
992,-3.2098056045942704e-07
993,2.980883990495183e-07
994,6.028890763924843e-08
995,9.001628563418697e-08
996,-9.193467034778763e-09
997,2.5729180948427294e-08
998,-0.09999999972610063
999,-0.09999999997845711
1000,-7.558805188392443e-06
1001,0.09999999949284069
1002,0.09999999989616588
1003,9.358921430827324e-13
1004,-4.297282183527958e-12
1005,-8.836964976529372e-11
1006,-7.19351910825877e-11
1007,-7.227536160846274e-11
1008,-8.701880491893741e-08
1009,-2.4752633024199072e-11
1010,-1.6924710481614238e-07
1011,-5.72172863232548e-06
1012,-0.035288122156855985
1013,-0.0999999995156657
1014,-2.6999957797773293e-08
1015,-0.09999999995566386
1016,-7.50203552572896e-08
1017,7.65540236237941e-09
1018,6.173400258101057e-08
1019,-6.53759099650064e-08
1020,-6.459162056455644e-09
1021,1.0748963887096346e-11
1022,7.55787654698404e-09
1023,-7.612742918836454e-09
1024,3.905736970189307e-08
1025,0.09999996156442965
1026,0.1
1027,-3.155686068146447e-13
1028,5.311204224666217e-11
1029,6.764933847806189e-12
1030,1.3779232026126266e-11
1031,1.7870327121967885e-11
1032,-1.2212329255679522e-08
1033,-1.0175222286859638e-07
1034,-0.09999999824476702
1035,-0.09999999951047751
1036,-0.03529372539015248
1037,-2.9315821937665433e-07
1038,-7.600053194305866e-11
1039,7.094979687901345e-10
1040,6.895745856901981e-08
1041,3.039154427003316e-08
1042,1.2414358459615682e-08
1043,-6.707587864253984e-08
1044,2.173873839119131e-09
1045,5.674376230475485e-08
1046,-2.693732096107955e-08
1047,-7.332844151213841e-08
